Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,39,1,9130,1,40,0.35789473684210527,1,3,3,2,2,0.6347368421052633,1,0,0,1,0,0,0.18867924528301888,0,0.0,0.23076923076923078,0.2,0.19230769230769232,0.6887417218543046,0.0,0.2631578947368421,0.4782608695652174,0.3939393939393939,0.5,0.6946153846153846,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Dropout
1,17,1,9500,1,1,0.4842105263157894,1,38,38,7,10,0.4715789473684211,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.3076923076923077,0.17777777777777778,0.3076923076923077,0.7912582781456954,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.8041923076923077,0.0,0.2093023255813954,0.0,0.12417437252311753,Graduate
1,1,3,171,1,1,0.3157894736842104,1,38,37,4,9,0.2126315789473685,1,0,0,1,0,0,0.018867924528301883,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,Enrolled
1,1,2,9500,1,1,0.3157894736842104,1,19,19,9,9,0.20947368421052626,0,0,0,1,0,0,0.018867924528301883,0,0.0,0.2692307692307693,0.17777777777777778,0.23076923076923078,0.6958057395143488,0.0,0.0,0.34782608695652173,0.36363636363636365,0.35000000000000003,0.658076923076923,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,Graduate
1,44,1,9238,1,39,0.368421052631579,1,19,1,9,9,0.388421052631579,0,0,0,1,0,1,0.07547169811320753,0,0.15000000000000002,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6357615894039735,0.0,0.10526315789473684,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6461538461538461,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Graduate
1,17,3,171,1,1,0.3999999999999999,1,1,37,4,7,0.3263157894736841,1,0,0,1,1,1,0.037735849056603765,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Enrolled
1,17,1,9070,1,1,0.33684210526315783,1,1,1,3,4,0.3705263157894736,1,0,0,1,1,0,0.037735849056603765,0,0.0,0.23076923076923078,0.13333333333333333,0.19230769230769232,0.6039735099337749,0.0,0.0,0.2608695652173913,0.24242424242424243,0.05,0.5384615384615384,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Enrolled
1,43,1,9070,1,1,0.2210526315789474,1,1,1,3,3,0.27263157894736856,0,0,0,1,1,0,0.13207547169811323,0,0.0,0.23076923076923078,0.13333333333333333,0.0,0.0,0.0,0.0,0.2608695652173913,0.18181818181818182,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,Enrolled
4,42,1,9500,1,19,0.4010526315789473,1,1,1,5,5,0.3263157894736841,1,0,0,1,1,0,0.22641509433962265,0,0.1,0.2692307692307693,0.22222222222222224,0.19230769230769232,0.6304635761589404,0.0,0.05263157894736842,0.34782608695652173,0.30303030303030304,0.25,0.5923076923076923,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Dropout
1,1,3,171,1,1,0.463157894736842,1,19,19,5,3,0.34947368421052616,1,0,0,1,1,1,0.037735849056603765,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Graduate
1,44,1,9003,1,39,0.368421052631579,1,19,37,9,9,0.368421052631579,1,0,0,1,1,0,0.1132075471698113,0,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6660359508041627,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6692307692307692,0.0,0.15116279069767458,0.4888888888888888,1.0,Graduate
1,1,3,9147,1,1,0.3157894736842104,1,1,38,7,7,0.26421052631578945,0,0,1,1,1,0,0.037735849056603765,0,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.5933774834437086,0.0,0.0,0.21739130434782608,0.30303030303030304,0.2,0.5788461538461538,0.25,0.9999999999999999,0.24444444444444446,0.4147952443857331,Dropout
1,39,1,9254,1,1,0.6842105263157894,1,19,37,7,10,0.05263157894736836,0,0,0,1,1,0,0.169811320754717,0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6357615894039735,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.5815384615384616,0.0,0.5930232558139535,1.0,0.3117569352708058,Enrolled
1,17,1,9147,1,1,0.5578947368421052,1,38,37,5,5,0.41052631578947363,0,0,0,1,1,0,0.018867924528301883,0,0.0,0.19230769230769232,0.2,0.0,0.0,0.0,0.0,0.21739130434782608,0.15151515151515152,0.0,0.0,0.0,0.0,0.7555555555555555,0.5785997357992074,Enrolled
1,17,1,9500,1,1,0.5789473684210527,1,37,19,8,4,0.3768421052631581,0,0,0,1,1,0,0.13207547169811323,0,0.0,0.2692307692307693,0.17777777777777778,0.2692307692307693,0.6344370860927152,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7403846153846153,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,Graduate
1,1,1,171,1,1,0.4842105263157894,1,19,19,5,10,0.42947368421052645,1,0,0,1,1,0,0.037735849056603765,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9186046511627907,0.7999999999999999,0.0,Dropout
1,17,4,9254,1,1,0.2421052631578946,1,38,37,5,7,0.1757894736842105,1,0,0,1,1,0,0.018867924528301883,0,0.0,0.23076923076923078,0.26666666666666666,0.11538461538461539,0.6181015452538631,0.0,0.0,0.2608695652173913,0.36363636363636365,0.05,0.6461538461538461,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,Dropout
1,1,2,9773,1,1,0.49473684210526314,1,38,38,9,9,0.3989473684210527,1,0,0,1,1,0,0.018867924528301883,0,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6534216335540839,0.0,0.0,0.2608695652173913,0.33333333333333337,0.15000000000000002,0.6641025641025641,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Graduate
1,17,3,9147,1,1,0.26315789473684204,1,19,19,4,7,0.21578947368421053,1,0,1,1,1,0,0.018867924528301883,0,0.0,0.19230769230769232,0.17777777777777778,0.11538461538461539,0.5474613686534217,0.0,0.0,0.21739130434782608,0.33333333333333337,0.15000000000000002,0.5846153846153846,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,Dropout
